Cell.01	Cell.02	Cell.03	Cell.04	Cell.05	Cell.06	Cell.07	Cell.08	Cell.09	Cell.10	Cell.11	Cell.12	Cell.13	Cell.14	Cell.15	Cell.16	Cell.17	Cell.18	Cell.19	Cell.20
GeneID2960	3	3	5	5	5	5	6	3	3	1	9	9	3	5	4	4	0	4	4	4
GeneID2961	6	6	5	6	2	4	4	9	7	1	7	1	2	4	5	4	6	5	6	3
GeneID2962	4	3	3	5	3	6	5	2	7	3	5	10	7	2	9	4	2	7	4	2
GeneID2963	4	7	8	6	6	5	8	6	3	8	5	5	4	4	2	8	7	4	2	3
GeneID2964	6	3	8	6	3	2	3	10	3	5	5	4	5	6	9	1	5	5	6	3
GeneID2965	5	2	4	2	4	5	6	7	6	8	4	5	5	1	4	6	7	6	4	8
GeneID2966	4	2	2	1	8	3	4	3	5	6	7	10	6	8	6	9	7	5	5	2
GeneID2967	5	6	3	5	3	6	5	6	9	4	7	8	1	3	5	5	3	0	5	8
GeneID2968	0	6	5	2	2	7	7	7	7	5	5	5	5	6	4	6	6	6	3	7
GeneID2969	7	9	8	12	5	7	10	9	3	6	6	6	9	2	5	5	7	3	4	6
GeneID2970	8	7	5	4	4	10	6	2	6	8	7	5	1	2	4	3	3	3	2	3
GeneID2971	7	5	2	2	5	10	3	2	5	8	5	9	5	4	4	7	9	4	3	5
GeneID2972	4	4	2	4	4	8	9	4	7	9	6	3	5	2	2	7	5	7	8	5
GeneID2973	5	8	5	3	4	8	5	7	3	6	8	3	2	3	4	2	5	4	8	7
GeneID2974	5	6	2	4	4	3	9	3	4	8	8	1	5	2	3	2	3	3	2	4
GeneID2975	3	4	4	2	9	6	5	4	3	3	3	6	5	4	3	2	3	10	4	2
GeneID2976	8	5	7	5	5	2	4	6	6	4	5	3	2	2	5	6	4	2	5	7
GeneID2977	6	4	4	6	5	6	5	3	5	8	7	4	3	6	3	5	5	4	0	6
GeneID2978	3	0	4	4	2	4	5	5	4	1	4	5	7	4	2	4	3	2	5	4
GeneID2979	3	4	9	4	5	3	9	3	4	11	4	2	3	5	2	8	1	6	6	4
GeneID2980	4	5	4	7	4	8	4	9	6	8	6	3	7	5	9	5	6	8	5	5
GeneID2981	4	4	6	3	7	2	5	3	4	5	8	8	4	5	3	5	4	8	3	3
GeneID2982	5	4	6	6	2	7	3	5	5	5	4	2	6	7	4	3	8	8	1	5
GeneID2983	5	8	4	6	3	6	3	5	6	7	4	5	3	4	5	4	4	2	9	5
GeneID2984	6	5	3	4	7	8	8	7	8	7	3	4	3	6	2	4	5	3	3	8
GeneID2985	6	4	5	6	7	2	4	8	4	3	4	5	2	2	6	4	2	6	5	8
GeneID2986	5	3	2	7	6	6	4	5	5	4	4	4	6	3	2	8	3	9	5	5
GeneID2987	4	4	8	4	3	5	11	5	6	5	2	3	5	6	4	5	10	5	8	5
GeneID2988	3	5	9	5	3	6	6	11	8	6	2	8	6	5	5	5	3	2	3	5
GeneID2989	8	4	2	4	5	7	2	9	9	3	7	2	2	4	5	7	5	5	8	4
GeneID2990	10	6	4	5	7	6	1	5	6	6	7	6	4	4	1	2	9	0	8	5
GeneID2991	5	6	7	5	3	1	9	1	6	5	7	8	8	4	8	5	1	6	4	6
GeneID2992	9	4	6	6	3	4	6	2	5	9	4	6	3	7	1	6	8	8	5	1
GeneID2993	7	9	6	3	3	3	5	5	6	9	2	2	1	2	5	5	3	5	11	5
GeneID2994	1	4	6	6	8	8	7	4	3	5	2	7	5	3	5	2	3	1	5	3
GeneID2995	7	3	3	4	4	4	3	0	11	2	3	6	10	6	4	3	3	6	4	6
GeneID2996	5	4	6	4	2	10	3	7	5	5	5	9	3	5	3	7	6	5	2	8
GeneID2997	6	3	7	6	7	9	7	3	3	3	6	4	4	5	6	6	6	10	2	4
GeneID2998	3	7	7	1	4	7	6	5	8	6	7	4	3	7	4	7	2	2	6	5
GeneID2999	3	6	7	8	8	7	8	5	4	7	5	5	1	6	2	5	3	5	8	3
GeneID3000	9	3	6	4	2	8	4	4	7	2	4	4	5	13	5	10	2	7	8	7
GeneID3001	3	5	6	5	6	2	5	5	10	10	3	5	2	7	4	2	1	3	6	10
GeneID3002	4	8	5	6	4	4	5	5	6	4	5	5	6	7	4	3	1	6	5	8
GeneID3003	5	3	3	3	6	6	5	6	6	5	3	2	6	4	5	6	8	4	5	10
GeneID3004	7	4	8	4	4	2	6	2	5	5	6	2	4	3	5	4	2	5	2	6
GeneID3005	8	1	7	4	4	3	4	11	2	5	6	7	5	3	4	3	6	9	6	4
GeneID3006	5	8	4	5	4	8	2	8	7	4	4	3	6	3	3	3	6	5	4	4
GeneID3007	7	6	1	1	4	7	7	3	9	6	7	9	5	4	10	3	2	5	6	10
GeneID3008	4	6	5	6	3	5	6	4	5	6	4	4	6	6	6	4	4	5	1	5
GeneID3009	2	7	5	5	7	5	6	5	2	4	2	4	6	1	6	0	4	5	5	5
GeneID3010	4	7	6	5	2	6	5	6	1	6	5	6	7	3	8	9	3	4	7	4
GeneID3011	6	5	6	5	5	7	11	8	4	4	2	5	8	6	4	5	3	4	3	7
GeneID3012	5	7	6	6	5	4	2	6	3	3	2	8	7	3	3	2	6	7	9	5
GeneID3013	6	5	8	11	6	3	4	8	2	3	6	4	4	6	3	2	6	7	5	8
GeneID3014	6	4	4	4	6	4	2	10	5	1	6	6	2	3	3	5	6	8	4	10
GeneID3015	4	5	3	2	9	4	4	6	6	3	8	5	3	5	1	6	5	7	5	6
GeneID3016	3	6	2	5	3	4	4	6	8	2	9	2	9	6	1	3	0	6	4	6
GeneID3017	7	3	5	10	3	7	4	9	5	6	7	3	7	2	0	3	3	8	5	7
GeneID3018	6	7	4	3	4	4	4	4	5	4	6	8	9	4	6	7	3	4	6	6
GeneID3019	5	3	5	5	8	6	1	2	5	4	8	4	6	2	8	4	6	3	2	4
GeneID3020	3	5	2	9	7	4	3	4	2	7	4	6	2	4	7	4	4	5	3	4
GeneID3021	3	2	4	5	3	5	4	8	7	4	6	1	3	7	4	7	3	4	7	4
GeneID3022	2	1	6	7	6	8	5	4	1	6	5	4	3	5	8	2	4	4	3	5
GeneID3023	3	7	7	5	7	2	2	4	5	4	4	2	2	3	6	3	7	3	6	4
GeneID3024	7	6	10	6	7	7	2	6	8	4	7	2	5	7	5	8	4	4	4	5
GeneID3025	6	5	3	6	5	3	6	6	6	8	5	2	5	5	2	4	4	3	2	4
GeneID3026	10	6	2	10	6	4	7	7	4	6	5	1	6	6	8	4	5	4	5	8
GeneID3027	6	7	2	7	10	2	3	3	5	11	5	9	3	6	4	6	10	0	2	1
GeneID3028	4	4	1	2	7	9	7	4	9	7	3	6	5	4	3	6	4	6	3	7
GeneID3029	6	4	9	7	8	5	9	8	5	4	8	9	4	4	5	4	4	2	5	5
GeneID3030	6	7	1	4	5	4	2	6	4	5	4	6	0	5	11	9	6	2	2	6
GeneID3031	2	6	5	5	4	6	4	6	9	4	6	4	6	5	4	4	6	10	6	4
GeneID3032	3	7	4	7	5	6	6	5	7	3	5	5	5	4	7	4	6	3	9	2
GeneID3033	6	7	3	2	6	6	4	5	5	2	4	6	6	3	5	5	9	2	1	5
GeneID3034	3	4	6	9	8	4	9	7	3	7	2	7	4	5	6	5	3	3	8	4
GeneID3035	9	3	4	4	6	6	6	7	6	5	5	2	7	3	7	7	2	5	3	4
GeneID3036	4	2	9	5	3	4	2	3	8	4	6	5	7	5	7	4	9	3	5	11
GeneID3037	6	5	2	5	6	2	5	6	6	8	5	10	8	8	3	5	4	6	5	5
GeneID3038	3	4	3	3	8	3	5	5	5	9	1	6	5	5	2	4	7	4	8	5
GeneID3039	7	2	8	5	3	7	3	3	5	4	3	5	7	1	3	10	5	3	4	9
GeneID3040	7	9	6	1	7	3	8	9	5	5	5	5	4	8	5	8	3	3	9	6
GeneID3041	5	6	5	5	3	1	3	3	9	4	6	5	5	6	6	6	8	8	3	8
GeneID3042	4	7	8	3	4	7	6	2	2	3	2	3	9	8	11	8	5	2	6	10
GeneID3043	6	7	6	10	6	4	7	2	0	4	10	3	4	3	4	5	7	6	7	2
GeneID3044	5	4	4	8	4	9	7	5	8	6	3	6	4	1	5	6	3	6	4	6
GeneID3045	2	2	7	7	6	2	6	6	4	2	7	7	4	6	6	8	3	6	8	3
GeneID3046	5	4	6	5	4	7	7	2	5	5	5	9	6	7	8	3	4	7	8	3
GeneID3047	5	5	4	6	6	7	5	3	2	7	6	5	5	3	5	5	5	7	5	7
GeneID3048	3	3	5	3	0	6	6	6	4	2	8	6	5	3	5	5	5	6	7	4
GeneID3049	3	7	2	1	2	2	5	1	2	5	4	2	3	7	2	13	6	2	4	3
GeneID3050	4	9	4	4	2	7	3	4	3	6	5	5	4	1	4	4	3	7	9	5
GeneID3051	7	3	8	7	5	5	5	6	9	2	6	7	4	6	1	4	6	5	8	6
GeneID3052	7	2	7	10	4	9	5	3	3	6	5	5	4	9	5	7	7	7	5	8
GeneID3053	2	5	10	8	2	3	8	5	7	3	5	5	5	4	5	5	5	4	3	5
GeneID3054	3	6	5	8	2	1	4	1	2	6	7	4	5	1	3	2	4	7	6	4
GeneID3055	6	5	4	3	4	4	6	4	7	8	2	2	7	4	4	5	5	7	6	3
GeneID3056	2	5	5	3	3	6	4	3	4	11	3	5	3	1	9	7	8	5	5	5
GeneID3057	6	5	5	7	6	3	4	4	1	4	5	5	2	2	6	5	4	5	8	4
GeneID3058	6	6	4	8	3	4	5	8	2	7	3	6	4	3	6	4	5	5	7	7
GeneID3059	7	4	9	4	2	2	3	14	7	9	4	6	5	2	8	4	3	5	5	3
GeneID3060	4	4	3	3	4	4	5	1	4	2	0	5	8	2	3	7	9	10	5	1
GeneID3061	4	5	6	2	3	7	9	3	4	8	6	6	1	1	3	7	4	4	0	5
GeneID3062	4	2	2	7	6	4	5	5	6	6	5	4	8	8	3	5	3	4	5	6
GeneID3063	3	6	4	6	4	3	9	5	5	5	6	11	4	5	3	4	11	3	5	2
GeneID3064	11	3	5	2	4	3	4	3	4	3	2	6	8	3	6	7	7	6	2	7
GeneID3065	5	5	6	5	4	7	0	6	5	6	3	2	4	6	5	2	5	5	8	3
GeneID3066	7	6	6	10	4	4	7	3	3	3	4	6	2	7	6	5	7	5	7	6
GeneID3067	5	4	6	7	6	8	1	4	5	4	3	3	8	4	7	5	4	7	5	7
GeneID3068	6	2	1	4	9	8	3	4	4	2	8	5	10	4	3	5	3	3	7	9
GeneID3069	6	5	3	5	5	7	6	5	4	4	5	3	4	4	3	3	1	5	6	7
GeneID3070	8	2	3	2	7	6	3	10	5	3	8	6	4	11	5	6	6	4	2	5
GeneID3071	2	8	4	6	7	9	4	4	6	6	8	3	4	3	6	6	7	5	5	4
GeneID3072	6	4	6	3	5	6	3	6	1	4	4	2	7	8	4	4	6	4	4	1
GeneID3073	6	4	5	7	1	2	6	4	7	4	5	7	5	5	7	4	5	7	4	2
GeneID3074	2	1	7	6	7	6	6	5	3	4	8	7	4	6	4	5	6	4	5	4
GeneID3075	11	3	8	4	4	5	9	1	9	3	5	7	6	9	3	2	4	5	7	7
GeneID3076	3	8	4	8	3	0	7	8	5	4	6	1	2	8	6	10	4	3	9	2
GeneID3077	3	5	3	4	5	9	9	3	8	6	2	6	7	3	8	5	6	7	4	5
GeneID3078	9	7	2	4	4	3	4	6	6	5	4	3	5	2	3	7	6	7	5	6
GeneID3079	6	6	3	3	5	4	6	4	5	4	3	7	6	1	4	4	6	2	6	5
GeneID3080	4	5	8	2	4	7	4	3	2	3	2	8	3	3	3	4	6	2	5	2
GeneID3081	7	4	1	9	5	4	2	5	11	2	4	8	6	5	6	6	7	5	4	4
GeneID3082	8	1	3	6	4	9	5	5	5	4	6	7	6	2	3	3	12	5	5	8
GeneID3083	6	6	8	5	4	6	6	7	8	6	2	4	7	9	3	1	8	3	5	7
GeneID3084	5	3	11	4	7	5	0	5	1	4	5	5	4	6	3	2	4	2	1	5
GeneID3085	5	6	6	5	4	4	4	3	3	5	6	4	8	6	8	3	4	8	4	6
GeneID3086	7	7	8	5	4	3	3	7	7	12	6	6	2	2	9	4	3	8	7	5
GeneID3087	2	5	6	5	1	3	4	2	4	8	6	6	3	8	7	4	7	5	1	3
GeneID3088	3	3	6	6	4	1	5	4	2	8	5	4	4	4	6	9	6	3	4	2
GeneID3089	2	2	3	2	5	4	7	2	4	8	3	4	4	4	4	4	4	7	4	3
GeneID3090	5	6	3	9	2	5	3	1	7	6	4	5	3	7	4	5	2	4	6	7
GeneID3091	7	4	7	4	8	9	3	8	4	6	7	2	8	6	8	5	2	2	7	5
GeneID3092	7	3	8	4	1	2	3	3	4	5	4	3	10	3	5	4	4	6	4	4
GeneID3093	5	1	6	4	4	6	4	6	5	8	2	9	4	9	3	6	6	6	3	2
GeneID3094	5	2	1	3	6	9	6	8	3	2	7	7	5	8	6	3	3	6	2	7
GeneID3095	8	3	3	2	5	5	3	6	10	4	8	4	9	3	4	9	2	4	4	3
GeneID3096	4	6	4	4	4	5	2	5	8	5	7	5	9	5	4	5	2	4	5	7
GeneID3097	2	4	6	11	6	3	9	4	3	6	12	4	3	5	3	10	4	9	6	8
GeneID3098	5	5	9	8	5	5	6	3	5	4	5	5	5	7	2	4	9	7	4	9
GeneID3099	5	4	5	4	2	3	1	3	6	5	9	5	2	3	4	2	4	3	5	5
GeneID3100	11	7	3	3	4	5	4	7	5	8	8	2	2	9	3	2	2	9	2	6
GeneID3101	4	6	5	6	5	6	6	2	6	3	9	2	4	2	9	5	3	6	8	4
GeneID3102	7	3	3	4	8	4	3	6	5	5	8	4	9	6	4	8	5	6	5	6
GeneID3103	6	8	4	5	9	9	6	3	4	8	3	2	4	3	3	4	6	3	2	3
GeneID3104	8	5	5	3	4	9	2	4	7	2	6	4	4	4	3	9	5	5	6	9
GeneID3105	1	2	1	4	3	2	2	3	6	7	2	5	6	3	7	5	4	4	6	4
GeneID3106	6	8	9	11	6	4	4	5	7	5	4	3	9	4	6	2	6	2	8	3
GeneID3107	2	4	3	3	1	2	5	7	4	8	6	3	10	3	5	8	3	5	5	3
GeneID3108	1	9	7	2	1	4	2	6	6	5	9	9	13	5	5	5	3	10	6	1
GeneID3109	3	3	3	4	2	5	12	3	5	5	4	4	7	9	2	6	5	4	8	5
GeneID3110	0	8	2	5	3	3	1	9	3	6	4	6	5	5	9	7	1	3	5	7
GeneID3111	9	4	3	4	6	5	4	7	6	5	6	3	4	4	7	7	5	5	7	6
GeneID3112	6	4	2	3	5	6	2	2	6	4	8	4	4	4	5	11	5	6	4	7
GeneID3113	6	3	2	3	7	4	4	3	5	5	8	2	6	6	4	5	3	2	4	6
GeneID3114	1	8	5	3	9	6	7	6	4	6	5	4	7	9	5	8	10	7	5	3
GeneID3115	8	4	3	8	6	6	7	6	4	5	14	5	5	3	3	4	5	4	2	1
GeneID3116	7	7	8	2	2	5	5	3	4	9	1	5	4	6	5	9	2	6	5	3
GeneID3117	5	2	4	5	7	6	3	7	7	4	4	10	11	2	6	4	6	6	6	4
GeneID3118	5	4	5	12	7	3	7	7	8	6	6	10	10	9	9	8	2	7	3	5
GeneID3119	3	4	8	6	2	3	3	3	2	5	5	8	8	3	5	5	6	5	5	6
GeneID3120	2	5	7	5	5	4	4	9	2	3	6	3	5	6	5	6	5	3	5	4
GeneID3121	2	5	3	5	6	10	6	6	2	4	1	2	7	5	10	2	4	6	3	4
GeneID3122	6	6	5	7	4	5	5	3	7	7	5	7	5	6	7	4	4	6	3	6
GeneID3123	3	3	9	13	4	5	6	3	5	6	6	5	7	5	3	2	2	3	3	7
GeneID3124	3	4	8	4	6	7	6	4	7	5	7	2	6	8	8	4	8	8	7	9
GeneID3125	4	5	4	6	4	8	7	3	4	7	1	1	4	8	5	4	7	5	4	5
GeneID3126	5	5	3	7	4	5	3	5	4	4	6	4	10	4	7	5	7	6	9	3
GeneID3127	4	6	3	4	9	2	2	5	5	8	6	5	2	4	10	10	5	4	6	6
GeneID3128	7	9	6	2	5	7	6	6	2	3	5	3	4	7	6	5	5	5	5	9
GeneID3129	5	2	7	6	8	7	5	3	6	5	4	8	6	9	4	2	3	1	2	4
GeneID3130	4	5	4	2	8	2	4	2	3	2	4	7	1	4	3	4	4	5	8	4
GeneID3131	4	4	6	5	4	3	1	4	1	5	6	4	7	9	3	4	6	3	5	6
GeneID3132	4	5	3	3	10	2	9	3	8	1	7	5	4	6	6	6	1	9	3	3
GeneID3133	4	7	1	11	5	5	2	6	3	2	4	4	4	4	11	5	7	3	3	6
GeneID3134	3	5	6	8	3	8	8	5	4	4	7	1	5	4	5	6	5	3	9	5
GeneID3135	7	6	2	9	5	2	3	4	2	7	9	5	0	11	4	5	3	3	5	5
GeneID3136	7	7	9	5	6	7	3	3	6	8	6	3	4	5	1	5	2	8	4	2
GeneID3137	11	4	6	8	5	6	3	9	6	4	11	6	9	7	1	6	5	8	5	6
GeneID3138	7	8	3	3	5	5	8	4	9	8	3	5	5	4	4	9	4	3	6	9
GeneID3139	4	4	5	6	2	1	0	6	4	4	3	4	5	7	7	7	5	5	8	6
GeneID3140	10	8	3	6	7	7	2	11	4	2	6	4	3	3	4	2	4	5	7	7
GeneID3141	8	5	2	3	6	3	8	5	4	7	4	5	11	7	4	4	5	1	7	6
GeneID3142	6	3	7	5	2	1	5	5	7	9	8	5	3	5	7	1	5	6	3	3
GeneID3143	2	4	6	7	3	8	10	6	3	4	6	5	5	3	1	3	8	9	5	2
GeneID3144	3	7	8	3	3	3	5	4	6	5	3	7	11	3	2	5	3	6	8	3
GeneID3145	6	3	4	1	7	8	5	2	3	2	4	6	3	5	7	9	0	5	7	6
GeneID3146	4	4	2	6	3	2	9	6	4	5	2	8	2	8	9	5	4	8	2	5
GeneID3147	2	4	4	4	7	3	6	6	8	6	5	3	11	4	2	6	9	1	4	2
GeneID3148	0	8	4	6	3	6	7	3	8	4	5	5	3	8	5	4	7	8	7	1
GeneID3149	5	8	3	6	9	2	2	7	8	3	4	5	5	6	6	8	4	4	7	7
GeneID3150	4	4	7	3	5	7	4	8	1	7	5	8	5	5	7	5	5	5	7	8
GeneID3151	0	6	3	4	9	4	8	7	3	2	4	6	5	2	3	1	9	5	2	5
GeneID3152	2	2	2	8	11	3	2	6	7	12	3	1	3	5	1	6	3	7	5	4
GeneID3153	6	6	6	8	3	7	3	6	2	3	4	6	6	9	3	7	3	7	12	6
GeneID3154	6	4	6	7	2	3	5	10	4	8	6	8	3	1	4	6	3	6	3	7
GeneID3155	5	5	8	5	1	6	7	4	4	6	4	5	5	8	8	6	2	6	6	5
GeneID3156	6	3	4	4	5	5	2	7	6	4	7	6	4	9	4	4	4	4	5	5
GeneID3157	3	6	7	4	7	4	8	6	6	3	6	3	3	5	4	11	8	1	4	6
GeneID3158	1	6	5	6	4	5	6	5	5	3	8	7	6	3	4	5	4	2	7	2
GeneID3159	3	3	3	5	9	4	4	5	5	5	7	7	6	7	2	4	3	6	5	8
GeneID3160	2	3	3	6	4	4	5	3	3	7	5	3	6	3	6	3	7	7	6	4
GeneID3161	10	5	5	8	4	2	6	3	2	3	6	10	6	5	9	3	5	7	4	8
GeneID3162	2	4	3	5	7	4	9	6	7	10	1	3	2	2	3	7	4	7	2	2
GeneID3163	4	3	5	3	5	11	3	3	4	2	9	3	1	9	7	4	9	5	2	7
GeneID3164	5	6	7	3	1	4	5	0	3	7	8	3	4	6	2	4	5	8	3	5
GeneID3165	2	6	4	7	9	4	4	4	4	3	2	2	3	6	2	6	8	8	6	4
GeneID3166	2	6	6	3	10	3	7	7	4	5	4	5	6	7	4	6	9	6	4	4
GeneID3167	7	4	8	2	5	6	6	2	1	6	3	1	6	4	2	5	3	7	4	4
GeneID3168	4	9	10	5	4	4	5	3	5	3	5	8	3	6	3	5	5	5	6	3
GeneID3169	3	5	10	5	2	5	9	8	3	6	14	4	2	4	9	5	4	7	5	7
GeneID3170	4	5	7	7	5	1	4	3	3	6	4	3	2	5	3	8	2	8	5	8
GeneID3171	6	6	5	3	3	10	3	5	6	4	5	1	5	2	1	4	7	4	6	6
GeneID3172	6	5	4	4	6	12	4	8	4	1	6	1	6	2	3	9	8	5	5	3
GeneID3173	5	8	5	2	5	3	5	7	7	6	8	4	6	7	4	5	8	2	3	3
GeneID3174	4	7	2	3	3	4	5	5	6	3	1	9	4	3	7	3	6	6	7	5
GeneID3175	3	6	4	6	7	2	6	9	1	1	8	5	7	6	4	5	5	7	5	5
GeneID3176	11	2	4	9	2	1	9	8	7	2	6	4	2	2	4	4	5	7	2	4
GeneID3177	5	9	6	9	5	8	10	6	3	10	6	4	8	4	4	4	4	2	3	3
GeneID3178	6	4	6	5	4	0	6	4	6	6	8	3	3	4	3	4	2	7	9	3
GeneID3179	6	9	4	4	6	1	6	10	6	5	4	9	5	6	2	3	7	6	3	3
GeneID3180	7	8	4	10	3	4	10	5	2	5	4	5	4	5	6	4	8	7	2	5
GeneID3181	10	6	3	2	2	3	3	3	4	4	7	8	4	5	9	4	8	5	6	3
GeneID3182	5	6	8	6	3	1	2	7	6	5	6	3	8	7	6	9	1	4	4	4
GeneID3183	5	9	5	7	6	4	8	3	3	3	2	6	7	4	4	4	5	3	10	4
GeneID3184	3	4	9	7	6	5	8	4	4	3	4	4	6	10	4	8	4	8	4	0
GeneID3185	4	9	3	4	9	4	3	2	6	4	10	4	1	11	7	7	4	8	5	3
GeneID3186	4	5	5	3	6	5	3	4	10	5	6	3	4	8	5	3	6	3	1	6
GeneID3187	3	5	4	5	2	9	4	4	5	8	4	3	1	5	5	4	3	4	5	3
GeneID3188	5	2	5	5	7	2	7	6	6	11	4	4	5	7	8	6	7	4	4	2
GeneID3189	8	1	4	4	8	2	4	6	7	5	1	2	8	8	3	8	10	1	12	7
GeneID3190	7	5	4	8	7	4	6	5	6	7	1	6	2	2	6	8	4	3	10	9
GeneID3191	6	4	4	4	9	5	4	6	5	11	5	3	7	5	4	8	5	5	5	5
GeneID3192	5	8	5	2	6	6	2	4	5	11	4	5	1	4	4	2	7	5	5	9
GeneID3193	6	11	4	7	8	3	3	5	7	5	5	3	9	4	7	6	3	4	4	8
GeneID3194	3	4	3	3	6	3	4	8	5	6	9	5	3	3	5	9	5	12	6	10
GeneID3195	4	3	5	3	6	2	6	6	4	3	4	2	1	4	5	8	3	4	3	6
GeneID3196	5	6	7	4	2	6	5	6	3	5	5	3	4	6	4	9	6	2	4	7
GeneID3197	6	7	7	4	5	4	4	5	6	5	3	1	3	4	10	3	8	6	7	2
GeneID3198	4	4	2	6	3	4	5	4	5	5	2	5	10	7	5	3	5	3	12	7
GeneID3199	5	6	5	5	0	5	6	4	6	6	10	6	2	8	5	4	5	3	4	6
GeneID3200	2	10	8	7	9	6	5	5	5	4	8	4	3	6	2	8	5	7	5	5
GeneID3201	4	9	6	4	6	4	5	5	4	4	3	8	1	4	7	4	6	3	5	3
GeneID3202	5	7	3	3	6	4	3	3	4	3	4	3	5	5	5	4	5	6	3	5
GeneID3203	4	6	4	6	5	10	4	7	10	4	3	4	4	3	4	10	6	11	3	9
GeneID3204	5	6	7	8	4	4	1	6	6	5	6	8	5	4	6	5	3	6	4	7
GeneID3205	5	3	6	9	6	3	4	4	2	2	4	10	3	8	0	5	4	6	5	9
GeneID3206	5	7	6	6	6	4	3	3	5	4	4	3	8	2	7	8	5	4	8	9
GeneID3207	4	8	2	5	1	3	3	4	3	6	7	5	3	4	7	6	10	3	8	2
GeneID3208	7	5	5	3	7	7	4	7	7	5	5	7	5	6	0	1	5	5	3	7
GeneID3209	4	6	6	1	2	4	5	4	6	4	5	4	2	6	4	3	4	5	6	6
GeneID3210	2	5	5	7	3	8	5	4	3	7	9	5	7	6	4	4	6	2	4	7
GeneID3211	2	7	4	4	4	3	4	10	2	7	8	5	7	3	7	5	7	8	7	6
GeneID3212	10	7	6	4	7	2	6	3	3	6	7	5	5	5	2	10	5	8	5	4
GeneID3213	7	2	4	5	5	4	8	5	4	6	5	8	7	3	2	3	6	4	4	5
GeneID3214	3	4	4	6	8	4	3	5	10	4	3	1	4	1	4	7	4	2	3	3
GeneID3215	4	3	4	8	4	6	5	9	8	3	8	7	5	6	5	5	4	4	5	4
GeneID3216	9	5	3	3	2	7	5	6	5	4	7	4	4	4	4	8	4	6	2	10
GeneID3217	6	2	2	8	6	1	5	7	5	8	7	8	10	6	5	5	6	10	9	5
GeneID3218	4	3	6	6	5	3	4	8	6	7	2	6	5	4	4	5	10	4	6	3
GeneID3219	3	4	2	8	7	6	7	4	3	7	8	4	6	2	7	6	4	4	2	5
GeneID3220	3	7	6	5	5	6	7	9	3	1	3	4	7	5	4	3	7	4	5	3
GeneID3221	3	3	1	2	5	8	2	5	4	5	7	4	5	3	2	7	6	5	3	2
GeneID3222	6	4	4	7	11	4	13	1	6	3	6	7	3	10	10	3	6	3	5	1
GeneID3223	1	1	4	6	7	6	8	8	7	1	8	2	5	2	2	5	6	5	11	3
GeneID3224	9	3	4	3	4	2	2	6	6	7	7	1	6	5	6	8	6	2	3	4
GeneID3225	3	5	7	9	6	2	5	3	5	4	6	3	6	7	3	3	4	6	6	3
GeneID3226	7	5	8	2	4	2	4	6	4	3	6	6	3	9	5	6	1	4	2	7
GeneID3227	3	4	5	2	7	5	1	6	3	4	5	4	2	4	8	3	5	5	7	2
GeneID3228	10	11	8	4	4	4	6	3	4	8	2	4	5	6	6	7	4	4	4	4
GeneID3229	4	3	5	6	9	6	8	7	6	3	4	4	3	2	1	3	5	5	7	6
GeneID3230	5	6	3	5	8	3	9	7	3	5	2	3	6	4	6	6	4	2	3	2
GeneID3231	4	9	6	2	2	4	7	6	4	3	3	1	4	5	4	4	5	2	11	2
GeneID3232	3	4	3	9	5	9	4	4	4	5	9	3	3	4	4	3	6	1	2	4
GeneID3233	5	3	6	4	5	4	5	4	7	0	4	8	2	3	2	5	9	4	3	5
GeneID3234	3	2	5	9	8	6	7	3	3	7	9	3	4	2	3	9	7	6	5	8
GeneID3235	7	10	6	1	2	3	2	4	7	4	4	3	5	8	4	8	5	0	3	4
GeneID3236	4	2	5	5	5	8	4	3	5	3	5	1	4	6	3	8	4	3	6	9
GeneID3237	5	2	6	8	7	2	4	3	9	3	5	6	8	2	6	4	3	5	3	3
GeneID3238	8	7	5	9	4	3	4	0	6	8	7	10	8	5	6	2	9	6	7	9
GeneID3239	5	6	5	5	1	5	4	2	4	8	2	4	4	6	1	3	5	7	5	5
GeneID3240	0	8	4	7	3	2	3	6	5	7	7	4	7	8	7	5	6	9	5	3
GeneID3241	6	5	8	3	5	4	5	5	3	6	4	6	4	8	4	7	2	5	12	5
GeneID3242	3	6	4	5	3	4	2	7	6	6	1	3	4	3	6	4	2	8	4	5
GeneID3243	4	4	6	9	6	5	5	7	5	9	6	3	6	4	4	7	11	3	1	4
GeneID3244	6	3	6	6	5	3	5	2	3	4	3	10	4	6	3	7	6	7	11	1
GeneID3245	4	4	2	7	4	6	7	2	3	2	6	9	4	3	12	1	8	4	6	7
GeneID3246	8	5	9	2	2	5	5	4	6	6	10	6	6	7	1	4	1	4	3	5
GeneID3247	3	7	7	7	10	3	6	6	5	5	2	6	5	6	8	6	1	3	7	5
GeneID3248	7	3	3	6	0	1	5	4	11	3	7	7	5	3	13	3	4	4	8	7
GeneID3249	7	1	6	5	5	5	6	5	3	7	5	5	5	6	4	4	8	6	4	5
GeneID3250	0	6	5	5	6	7	7	8	5	6	6	6	6	6	6	2	6	4	6	6
GeneID3251	2	3	7	4	3	10	3	4	4	4	5	4	6	4	3	5	2	6	5	6
GeneID3252	6	2	2	4	5	6	2	4	6	4	8	5	4	5	7	8	3	6	4	6
GeneID3253	6	7	9	6	4	7	7	4	7	3	6	0	3	5	3	10	10	6	4	5
GeneID3254	8	4	4	6	4	3	4	4	7	4	8	4	5	6	5	5	2	5	9	6
